title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
Dachshund Through the Snow (An Andy Carpenter Novel),David Rosenfelt ,Hardcover,$22.49,$24.99,9781250237682,Minotaur Books,10/01/19,368,5.4(w) x 8.2(h)
Skin Game (A Teddy Fay Novel),Stuart Woods and Parnell Hall ,Hardcover,$18.30,$28.00,9780735219168,G.P. Putnam's Sons,06/04/19,320,6(w) x 9(h) x 1(d)
To Die but Once: A Maisie Dobbs Novel,Jacqueline Winspear ,Paperback,$11.59,$16.99,9780062436641,Harper Perennial; Reprint edition,02/26/19,352,5.3(w) x 8(h) x 0.8(d)
The Mother-in-Law: A Novel,Sally Hepworth ,Hardcover,$18.29,$27.99,9781250120922,St. Martin's Press,04/23/19,352,6.1(w) x 9.2(h)
Out of the Dark: An Orphan X Novel,Gregg Hurwitz ,Hardcover,$18.29,$27.99,9781250120427,Minotaur Books,01/29/19,400,6.5(w) x 9.5(h) x 1.4(d)
The Kind Worth Killing: A Novel,Peter Swanson ,Paperback,$8.79,$15.99,9780062267535,William Morrow Paperbacks; Reprint edition,10/04/16,384,5.3(w) x 8(h) x 0.9(d)
Two Kinds of Truth (A Harry Bosch Novel),Michael Connelly ,Paperback,$8.79,$15.99,9781455524174,Grand Central Publishing; Reprint edition,05/01/18,464,5.2(w) x 8(h) x 1.2(d)
The Third Wife: A Novel,Lisa Jewell ,Paperback,$9.76,$16.99,9781476792194,Atria Books; Reprint edition,02/23/16,336,5.3(w) x 8.2(h) x 0.7(d)
The Last Act: A Novel,Brad Parks ,Hardcover,$17.10,$26.00,9781524743536,Dutton,03/12/19,384,6.2(w) x 9.3(h) x 1(d)
Doctor Sleep: A Novel,Stephen King ,Mass Market Paperback,$8.49,$9.99,9781451698862,Pocket Books; Reprint edition,07/26/16,,4.1(w) x 7.5(h) x 1.4(d)
The Rule of Law: A Novel (Dismas Hardy),John Lescroart ,Hardcover,$12.00,$27.00,9781501115738,Atria Books,01/22/19,336,6(w) x 9(h) x 1.2(d)
The Second Wife: An absolutely gripping psychological thriller that will have you hooked,Sheryl Browne ,Paperback,$9.89,$10.99,9781786816559,Bookouture,01/23/19,336,5.1(w) x 7.8(h) x 0.8(d)
The Kremlin's Candidate: A Novel (The Red Sparrow Trilogy),Jason Matthews ,Paperback,$9.98,$17.00,9781501140099,Scribner; Reprint edition,08/07/18,448,5.2(w) x 8(h) x 1(d)
Killer Instinct,James Patterson and Howard Roughan ,Hardcover,$25.20,$28.00,9780316420297,"Little, Brown and Company",09/09/19,400,
Sea of Greed (The NUMA Files),Clive Cussler and Graham Brown ,Hardcover,$18.90,$29.00,9780735219021,G.P. Putnam's Sons; First Edition edition,11/06/18,416,6.3(w) x 9.3(h) x 1.5(d)
The Talisman: A Novel,Stephen King and Peter Straub ,Paperback,$13.38,$19.99,9781501192272,Gallery Books; Reprint edition,04/17/18,784,5.3(w) x 8.2(h) x 2(d)
Murder on the Orient Express: A Hercule Poirot Mystery (Hercule Poirot Mysteries),Agatha Christie ,Mass Market Paperback,$8.82,$9.99,9780062693662,William Morrow; Reprint edition,10/31/17,,4.2(w) x 7.5(h) x 0.7(d)
Once We Were Brothers: A Novel (Liam Taggart and Catherine Lockhart),Ronald H. Balson ,Paperback,$11.64,$17.99,9781250046390,St. Martin's Griffin; 9.8.2013 edition,10/08/13,400,5.4(w) x 8.3(h) x 1.1(d)
Echo Burning (Jack Reacher),Lee Child ,Paperback,$8.99,$9.99,9780515143829,Berkley; Reissue edition,11/27/07,592,4.1(w) x 7.5(h) x 1.1(d)
Guilty: A gripping psychological thriller that will have you hooked,Laura Elliot ,Paperback,$9.89,$10.99,9781786811431,Bookouture,06/20/17,392,5.1(w) x 7.8(h) x 0.9(d)
On Target (Gray Man),Mark Greaney ,Paperback,$8.99,$9.99,9780515148459,Berkley,09/28/10,544,4.2(w) x 7.5(h) x 1.1(d)
In Good Faith (Joe Dillard Series),Scott Pratt ,Paperback,$8.84,$12.99,9781480189874,CreateSpace Independent Publishing Platform,11/03/12,427,5(w) x 8(h) x 1(d)
