title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
"Werner's Nomenclature of Colours: Adapted to Zoology, Botany, Chemistry, Mineralogy, Anatomy, and the Arts",Patrick Syme and Abraham Gottlob Werner ,Hardcover,$13.46,$14.95,9781588346216,Smithsonian Books,02/06/18,80,5.8(w) x 9.1(h) x 0.6(d)
The Hidden Life of Trees: The Illustrated Edition,Peter Wohlleben and Jane Billinghurst ,Hardcover,$19.79,$35.00,9781771643481,Greystone Books,08/28/18,176,9.2(w) x 10.2(h) x 0.8(d)
The Game Console: A Photographic History from Atari to Xbox,Evan Amos ,Hardcover,$16.48,$24.95,9781593277437,No Starch Press; 1 edition,11/06/18,264,8.4(w) x 10.4(h) x 0.8(d)
The Belly Book: A Nine-Month Journal for You and Your Growing Belly (Potter Style),Amy Krouse Rosenthal ,Hardcover-spiral,$13.49,$16.99,9780307336187,Potter Style; SPI edition,03/07/06,,9(w) x 9.3(h) x 1(d)
The World of Tom Clancy's The Division Limited Edition,Ubisoft ,Hardcover,$89.99,$99.99,9781506713311,Dark Horse Books; Limited edition,04/09/19,160,9(w) x 12(h)
First 50 Songs You Should Play on Ukulele,Hal Leonard Corp. ,Paperback,$10.19,$14.99,9781495031120,Hal Leonard,11/01/15,136,9(w) x 12(h) x 0.4(d)
The Legend of Zelda Encyclopedia Deluxe Edition,Nintendo ,Hardcover,$40.55,$79.99,9781506707402,Dark Horse Books; Deluxe edition,06/19/18,328,10.6(w) x 14.5(h) x 1.6(d)
100 of the Most Beautiful Piano Solos Ever,Hal Leonard Corp. ,Paperback,$21.95,$27.50,9781476814766,Hal Leonard; 1 edition,01/01/14,464,9(w) x 12(h) x 1.1(d)
Life Of The Wild: A Whimsical Adult Coloring Book: Stress Relieving Animal Designs,Karen Sue Chen ,Paperback,$11.69,$12.99,9781539339267,CreateSpace Independent Publishing Platform; 1 edition,11/06/16,80,8.5(w) x 11(h) x 0.2(d)
"Fantasy Collection: An Adult Coloring Book with 100+ Incredible Coloring Pages of Mermaids, Fairies, Vampires, Dragons, and More!",Jade Summer ,Paperback,$19.79,$21.99,9781794303423,Independently published,01/17/19,213,8.5(w) x 11(h) x 0.5(d)
The Lady from the Black Lagoon: Hollywood Monsters and the Lost Legacy of Milicent Patrick,Mallory O'Meara ,Hardcover,$17.70,$26.99,9781335937803,Hanover Square Press; Original edition,03/05/19,368,6.1(w) x 9.3(h) x 1.2(d)
Brain Games - Sticker by Number: Animals,Publications International Ltd. ,Spiral-bound,$9.98,$12.98,9781680229004,"Publications International, Ltd.",07/15/17,,8.9(w) x 10(h) x 0.8(d)
Final Fantasy Ultimania Archive Volume 3,Square Enix ,Hardcover,$25.46,$39.99,9781506708010,Dark Horse Books,06/11/19,336,8.5(w) x 11(h)
Figure Drawing for All It's Worth,Andrew Loomis ,Hardcover,$26.44,$39.95,9780857680983,Titan Books; Facsimile edition edition,05/31/11,208,9.3(w) x 12.2(h) x 1(d)
Marvel's Captain Marvel: The Art of the Movie,Eleni Roussos ,Hardcover,$45.00,$50.00,9781302915278,Marvel,03/05/19,240,10.8(w) x 11.9(h) x 1.1(d)
How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,Catherine V Holmes ,Paperback,$18.77,$21.99,9780615991429,"Library Tales Publishing, Incorporated",03/17/14,254,8(w) x 10(h) x 0.6(d)
Canon EOS Rebel T6/1300D For Dummies (For Dummies (Computer/tech)),Julie Adair King ,Paperback,$18.08,$29.99,9781119295648,For Dummies; 1 edition,08/01/16,320,7.3(w) x 9.2(h) x 0.7(d)
The Big Activity Book For Couples,LoveBook and Robyn Smith ,Paperback,$11.21,$14.95,9781936806119,Love Book LLC,07/21/15,124,5.5(w) x 8.5(h) x 0.3(d)
Acoustic Guitar Primer Book for Beginners - Deluxe Edition (DVD/CD),Bert Casey ,Paperback,$17.96,$19.95,9781893907935,"Watch & Learn, Inc.",09/02/13,80,
Fun Home: A Family Tragicomic,Alison Bechdel ,Paperback,$14.95,$16.99,9780544709041,Mariner Books; Reprint edition,06/05/07,232,6(w) x 9(h) x 0.7(d)
Interaction of Color: 50th Anniversary Edition,Josef Albers and Nicholas Fox Weber ,Paperback,$16.20,$18.00,9780300179354,Yale University Press; Anniversary edition,06/28/13,208,6(w) x 9.2(h) x 0.6(d)
"Rock Art Handbook: Techniques and Projects for Painting, Coloring, and Transforming Stones (Fox Chapel Publishing) Over 30 Step-by-Step Tutorials using Paints, Chalk, Art Pens, Glitter Glue & More",Samantha Sarles ,Paperback,$13.59,$19.99,9781565239456,Fox Chapel Publishing; First edition,08/13/18,160,7(w) x 9(h) x 0.6(d)
"Story: Substance, Structure, Style and the Principles of Screenwriting",Robert McKee ,Hardcover,$24.82,$40.00,9780060391683,ReganBooks; 1 edition,11/25/97,480,6.1(w) x 9.2(h) x 1.4(d)
"Alfred's Basic Piano Library Lesson Book, Bk 1B","Willard A. Palmer , Morton Manus , et al. ",Paperback,$6.95,$7.99,9780882847894,Alfred Music,08/01/81,48,8.5(w) x 11.5(h) x 0.2(d)
"Hanon: The Virtuoso Pianist in Sixty Exercises, Complete (Schirmer's Library of Musical Classics, Vol. 925)",Theodore Baker and C.L. Hanon ,Paperback,$6.99,$7.99,9780793525447,"G. Schirmer, Inc.",11/01/86,120,9(w) x 12(h) x 0.3(d)
Alita: Battle Angel - The Art and Making of the Movie,Abbie Bernstein ,Hardcover,$40.50,$45.00,9781785658082,Titan Books,02/19/19,232,12.1(w) x 11(h) x 1(d)
Coloring Book of Shadows: Tarot Journal,Amy Cesari ,Paperback,$14.39,$15.99,9781795727013,Independently published,03/13/19,224,7(w) x 10(h) x 0.5(d)
Hooked: How to Build Habit-Forming Products,Nir Eyal and Ryan Hoover ,Hardcover,$17.74,$25.95,9781591847786,Portfolio; 1 edition,11/04/14,256,5.8(w) x 8.5(h) x 0.9(d)
Super Mario Encyclopedia: The Official Guide to the First 30 Years,Nintendo ,Hardcover,$23.91,$39.99,9781506708973,Dark Horse Books,10/23/18,256,8.8(w) x 12.2(h) x 1(d)
Digital Photography Complete Course: Learn Everything You Need to Know in 20 Weeks,David Taylor ,Hardcover,$20.40,$30.00,9781465436078,DK,08/18/15,360,8.1(w) x 9.4(h) x 1.2(d)
The Daily Ukulele: 365 Songs for Better Living (Jumpin' Jim's Ukulele Songbooks),Jim Beloff and Liz Beloff ,Plastic Comb,$25.19,$39.99,9781423477754,Hal Leonard; Spi edition,10/01/10,,9(w) x 12(h) x 0.8(d)
Walt Disney's Mickey Mouse. The Ultimate History,"David Gerstein, J. B. Kaufman , et al. ",Hardcover,$93.63,$200.00,9783836552844,TASCHEN,10/30/18,496,12.5(w) x 18(h) x 3(d)
Watercolor With Me,Dana Fox ,Paperback,$20.69,$22.99,9781624145568,Page Street Publishing,08/14/18,192,9.5(w) x 9(h) x 0.8(d)
The Complete Cook's Country TV Show Cookbook Season 11: Every Recipe and Every Review from All Eleven Seasons,America's Test Kitchen ,Paperback,$16.49,$32.99,9781945256516,Cook's Country; Anniversary edition,08/28/18,760,7.9(w) x 9.6(h) x 1.3(d)
The Disney Collection (Easy Piano Series),Hal Leonard Corp. ,Paperback,$16.99,$19.99,9780793508303,Hal Leonard; 3 edition,11/01/92,232,9(w) x 12(h) x 0.6(d)
Eat What You Watch: A Cookbook for Movie Lovers,Andrew Rea ,Hardcover,$17.00,$25.00,9780998739953,Dovetail,10/03/17,132,8.2(w) x 10(h) x 0.6(d)
Pusheen Coloring Book (A Pusheen Book),Claire Belton ,Paperback,$9.20,$12.99,9781501164767,Gallery Books,10/25/16,96,10(w) x 10(h) x 0.3(d)
Paint by Sticker: Create 12 Masterpieces One Sticker at a Time!,Workman Publishing ,Paperback,$9.98,$14.95,9780761187233,Workman Publishing Company; Stk edition,04/05/16,56,10(w) x 12(h) x 0.2(d)
"250 Brief, Creative & Practical Art Therapy Techniques: A Guide for Clinicians and Clients",Susan I Buchalter ,Paperback,$22.01,$29.99,9781683730958,PESI Publishing & Media,10/05/17,218,8.5(w) x 11(h) x 0.5(d)
Ukulele Primer Book for Beginners with DVD,Bert Casey ,Paperback,$14.36,$15.95,9781893907676,"Watch & Learn, Inc.; 1st edition",05/03/10,50,8.2(w) x 10.8(h) x 0.2(d)
Colormorphia: Celebrating Kerby Rosanes's Coloring Challenges,Kerby Rosanes ,Paperback,$11.18,$14.00,9780593083789,Plume,03/19/19,80,10(w) x 10(h) x 0.4(d)
Paint by Sticker: Cats,Workman Publishing ,Paperback,$12.82,$14.95,9781523504480,Workman Publishing Company,09/04/18,56,9.3(w) x 12.4(h) x 0.4(d)
A Book That Takes Its Time: An Unhurried Adventure in Creative Mindfulness (Flow),"Irene Smit , Astrid van der Hulst, et al. ",Hardcover,$15.67,$27.50,9780761193777,Workman Publishing Company; Csm edition,10/03/17,340,7.8(w) x 9(h) x 1.2(d)
Vaideology: Basic Music Theory for Guitar Players,Steve Vai ,Paperback,$22.49,$24.99,9781540030993,Hal Leonard; Music Theory edition,01/01/19,96,9(w) x 12(h) x 0.3(d)
Enduring Southern Homes,Eric Ross ,Hardcover,$26.79,$40.00,9781423650690,Gibbs Smith,03/12/19,207,9(w) x 11.2(h) x 1(d)
A Man and His Watch: Iconic Watches and Stories from the Men Who Wore Them,Matt Hranek ,Hardcover,$23.79,$35.00,9781579657147,Artisan; Slp edition,10/31/17,216,11(w) x 1.1(h) x 7(d)
The Heart of a Boy: Celebrating the Strength and Spirit of Boyhood,Kate T. Parker ,Paperback,$12.76,$18.95,9781523505517,Workman Publishing Company,04/02/19,256,8.5(w) x 9.4(h) x 0.8(d)
Brain Games - Sticker by Number: Nature,Publications International Ltd. ,Spiral-bound,$11.68,$12.98,9781680229011,"Publications International, Ltd.",07/15/17,,8.8(w) x 10(h) x 0.6(d)
Elements of Style: Designing a Home & a Life,Erin Gates ,Hardcover,$21.05,$35.00,9781476744872,Simon & Schuster,10/07/14,336,7.4(w) x 9.1(h) x 1.1(d)
Dalí. Les dîners de Gala,Salvador Dali ,Hardcover,$50.35,$60.00,9783836508766,TASCHEN; Bilingual edition,11/24/16,320,8.6(w) x 12.1(h) x 1.3(d)
My First Guitar: Learn To Play: Kids,Ben Parker ,Paperback,$10.76,$11.95,9781908707130,Kyle Craig Publishing; 2/26/13 edition,01/30/13,32,8.5(w) x 11(h) x 0.1(d)
Brain Games - Sticker by Number: Under the Sea,Publications International Ltd. ,Spiral-bound,$9.92,$12.98,9781640301818,"Publications International, Ltd.",03/01/18,,8.8(w) x 10(h) x 0.6(d)
Wild at Home: How to style and care for beautiful plants,Hilton Carter ,Hardcover,$14.22,$19.95,9781782497134,CICO Books,04/09/19,144,7.5(w) x 9.2(h) x 0.7(d)
Paint by Sticker Masterpieces: Re-create 12 Iconic Artworks One Sticker at a Time!,Workman Publishing ,Paperback,$12.71,$14.95,9780761189510,Workman Publishing Company; Stk edition,09/20/16,56,9.5(w) x 13(h) x 0.2(d)
"Why We Love Star Wars: The Great Moments That Built A Galaxy Far, Far Away",Ken Napzok and Joseph Scrimshaw ,Paperback,$11.01,$18.99,9781642500004,Mango,05/15/19,208,5(w) x 7(h)
The Greatest Showman: Music from the Motion Picture Soundtrack,Benj Pasek and Justin Paul ,Paperback,$13.38,$19.99,9781540007117,Hal Leonard,01/01/18,102,9(w) x 12(h) x 0.3(d)
Chanel: The Complete Karl Lagerfeld Collections (Catwalk),Patrick Mauriès and Adélia Sabatini ,Hardcover,$39.43,$75.00,9780300218695,Yale University Press; First Edition ~1st Printing edition,06/14/16,632,7.9(w) x 11.1(h) x 2(d)
The Life and Love of the Sea,Lewis Blackwell ,Hardcover,$29.00,$50.00,9781419718625,Abrams,10/06/15,216,12.5(w) x 12.5(h) x 1(d)
Anatomy Coloring Book,Stephanie McCann and Eric Wise ,Paperback,$16.99,$24.99,9781506208527,Kaplan Publishing; Sixth edition,07/04/17,352,8.4(w) x 10.9(h) x 0.9(d)
"Notebook Doodles Super Cute: Coloring & Activity Book (Design Originals) (32 Adorable Animal Designs; Beginner-Friendly Relaxing, Creative Art Activities; High-Quality Extra-Thick Perforated Paper)",Jess Volinski ,Paperback,$4.96,$7.99,9781497201392,Design Originals; First edition,05/10/16,80,8.5(w) x 10.8(h) x 0.2(d)
The Art of BRAVELY SECOND: END LAYER,"Square Enix, Tomoya Asano, et al. ",Hardcover,$35.99,$39.99,9781506713731,Dark Horse Books,11/19/19,256,8.5(w) x 12(h)
A Star Is Born: Music from the Original Motion Picture Soundtrack,Alfred Music ,Paperback,$16.28,$24.99,9781470641535,Alfred Music,11/01/18,104,8.8(w) x 11.5(h) x 0.2(d)
Pen and Ink Drawing: A Simple Guide,Alphonso Dunn ,Paperback,$17.96,$19.95,9780997046533,Three Minds Press; 1 edition,12/11/15,166,8(w) x 11(h) x 0.4(d)
In Bloom: A Step-by-Step Guide to Drawing Lush Florals,Rachel Reinert ,Paperback,$16.03,$19.95,9781640210202,Get Creative 6,10/02/18,144,8.8(w) x 9.8(h) x 0.8(d)
"Piano For Kids: Teach complete beginners how to play instantly with the Musicolor Method - for preschoolers, grade schoolers and beyond! (Musicolor Method Piano Songbook)",Andrew Ingkavet ,Paperback,$12.59,$13.99,9780692103098,The Musicolor Method; 1 edition,05/17/18,42,8.5(w) x 11(h) x 0.1(d)
Alexander McQueen: Savage Beauty,"Andrew Bolton , Sølve Sundsbø, et al. ",Hardcover,$39.66,$50.00,9780300169782,"Metropolitan Museum of Art; First Edition, Later Printing edition",05/31/11,240,10(w) x 13.5(h) x 1.2(d)
"Piano Scales, Chords & Arpeggios Lessons with Elements of Basic Music Theory: Fun, Step-By-Step Guide for Beginner to Advanced Levels(Book & Streaming Video)",Damon Ferrante ,Paperback,$25.41,$39.99,9780615940304,Steeplechase Arts,12/15/13,158,8.5(w) x 11(h) x 0.4(d)
Stranger Things: Worlds Turned Upside Down: The Official Behind-the-Scenes Companion,"Gina McIntyre , Matt Duffer, et al. ",Hardcover,$19.95,$36.00,9781984817426,Del Rey,10/30/18,224,7.3(w) x 10.3(h) x 1.1(d)
Contemporary Disney: 50 Favorite Songs (Piano-vocal-guitar),Hal Leonard Corp. ,Paperback,$15.62,$24.99,9781495074196,Hal Leonard; 3 edition,01/01/17,344,9(w) x 12(h) x 0.8(d)
"Hal Leonard Bass Method - Complete Edition: Books 1, 2 and 3 Bound Together in One Easy-to-Use Volume!",Ed Friedland ,Spiral-bound,$20.35,$24.99,9780793563838,Hal Leonard; 2nd Revised ed. edition,05/01/96,,11.9(w) x 0.4(h) x 9.3(d)
Steven Universe: The Tale of Steven,"Rebecca Sugar, Elle Michalka, et al. ",Hardcover,$12.81,$14.99,9781419741487,Abrams,10/29/19,48,8.2(w) x 10.2(h)
Coloring Book of Shadows: Planner for a Magical 2019,Amy Cesari ,Paperback,$11.65,$12.99,9781726304870,CreateSpace Independent Publishing Platform,09/13/18,168,6(w) x 9(h) x 0.4(d)
The Star Wars Archives. 1977–1983: 1977-1983,Paul Duncan ,Hardcover,$135.67,$200.00,9783836563406,TASCHEN,12/15/18,604,18(w) x 12(h) x 3(d)
Ansel Adams 2019 Wall Calendar,Ansel Adams ,Calendar,$14.12,$19.99,9780316445054,Ansel Adams; Wal edition,07/24/18,,12.6(w) x 15.6(h) x 0.4(d)
The Illustrated Herbiary: Guidance and Rituals from 36 Bewitching Botanicals,Maia Toll and Kate O'Hara ,Hardcover,$13.40,$19.95,9781612129686,"Storey Publishing, LLC; Illustrated edition",08/07/18,176,6(w) x 8(h) x 0.5(d)
John Thompson's Easiest Piano Course Part 1,John Thompson ,Paperback,$5.99,$6.99,9780877180128,Willis Music,11/01/05,40,8.5(w) x 11(h) x 0.1(d)
The Master Guide to Drawing Anime: Amazing Girls: How to Draw Essential Character Types from Simple Templates,Christopher Hart ,Paperback,$11.48,$19.95,9781942021841,Drawing with Christopher Hart,11/07/17,144,9(w) x 10(h) x 0.5(d)
"Alfred's Basic Adult Piano Course: Lesson Book, Level One","Willard A. Palmer , Morton Manus , et al. ",Paperback,$9.89,$10.99,9780882846163,Alfred Music; First Edition (US) First Printing edition,09/01/83,112,11.9(w) x 0.3(h) x 9(d)
Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford ,Paperback,$13.07,$16.95,9780143108993,Penguin Books; Clr Csm edition,10/27/15,80,10(w) x 10(h) x 0.4(d)
I Am Pusheen the Cat (A Pusheen Book),Claire Belton ,Paperback,$9.90,$14.99,9781476747019,Gallery Books; Original ed. edition,10/29/13,192,5.3(w) x 8.2(h) x 0.5(d)
Final Fantasy Ultimania Archive Volume 2,Square Enix ,Hardcover,$22.35,$39.99,9781506706627,Dark Horse Books,12/18/18,320,8.8(w) x 12.3(h) x 1(d)
"Guitar Chords: Easy-to-Use, Easy-to-Carry, One Chord on Every Page",Jake Jackson ,Spiral-bound,$14.39,$15.99,9780857752635,"Flame Tree Publishing; Revised, Updated edition",03/14/06,,5(w) x 7.4(h) x 1.1(d)
The Complete Book of Home Organization,Toni Hammersley ,Paperback,$11.89,$16.99,9781681884103,Weldon Owen,06/19/18,208,6.7(w) x 8.5(h) x 0.7(d)
Animetrics: A Striking Color-By-Sticker Challenge,Jack Clucas and Jonny Reinhart ,Paperback,$11.69,$12.99,9781438009919,B.E.S. Publishing; Clr Csm St edition,05/01/17,32,10.3(w) x 14.3(h) x 0.4(d)
Rockonomics: A Backstage Tour of What the Music Industry Can Teach Us about Economics and Life,Alan B. Krueger ,Hardcover,$18.30,$28.00,9781524763718,Currency,06/04/19,336,5.5(w) x 8.2(h) x 0.8(d)
Beautiful: All-American Decorating and Timeless Style,"Mark D. Sikes, Amy Neunsinger, et al. ",Hardcover,$30.59,$45.00,9780847848928,Rizzoli; 4th Printing edition,09/20/16,256,8.6(w) x 10.2(h) x 1.2(d)
Sneaker Freaker. The Ultimate Sneaker Book,Simon Wood ,Hardcover,$43.83,$50.00,9783836572231,TASCHEN,11/27/18,672,9(w) x 12.8(h) x 1.8(d)
Avatar: The Last Airbender: The Promise,"Gene Luen Yang , Michael Dante DiMartino , et al. ",Hardcover,$25.72,$39.99,9781616550745,Dark Horse Books; Library ed edition,02/19/13,238,9.3(w) x 12.2(h) x 1(d)
Pen and Ink Drawing Workbook (Volume 2),Alphonso A Dunn ,Paperback,$18.95,$19.95,9780997046502,Three Minds Press; 1 edition,08/04/18,140,8.5(w) x 11(h) x 0.3(d)
Alfred's Essentials of Music Theory: A Complete Self-Study Course for All Musicians (Book & 2 CDs),"Andrew Surmani , Karen Farnum Surmani, et al. ",Paperback,$24.66,$39.95,9780739036358,Alfred Music; unknown edition,08/01/04,152,8.8(w) x 11.5(h) x 0.5(d)
"Complete Guide to Bible Journaling: Creative Techniques to Express Your Faith (Design Originals) Includes 270 Stickers, 150 Designs on Perforated Pages, and 60 Designs on Translucent Sheets of Vellum",Joanne Fink and Regina Yoder ,Paperback,$9.30,$19.99,9781497202726,Design Originals; First edition,02/14/17,176,8.8(w) x 11(h) x 0.5(d)
"Learn to Burn: A Step-by-Step Guide to Getting Started in Pyrography (Fox Chapel Publishing) Easily Create Beautiful Art & Gifts with 14 Step-by-Step Projects, How-to Photos, and 50 Bonus Patterns",Simon Easton ,Paperback,$12.20,$16.99,9781565237285,Fox Chapel Publishing; First edition,03/01/13,96,8.5(w) x 11(h) x 0.5(d)
"Beginner Classical Piano Music: Teach Yourself How to Play Famous Piano Pieces by Bach, Mozart, Beethoven & the Great Composers (Book, Streaming Videos & MP3 Audio)",Damon Ferrante ,Paperback,$21.94,$39.95,9780692823194,Steeplechase Arts,12/13/16,146,8.5(w) x 11(h) x 0.3(d)
"Living with Pattern: Color, Texture, and Print at Home",Rebecca Atwood ,Hardcover,$22.09,$35.00,9780553459449,Clarkson Potter,08/30/16,288,8.3(w) x 10.3(h) x 1(d)
The Joy of Watercolor: 40 Happy Lessons for Painting the World Around You,Emma Block ,Hardcover,$11.95,$18.00,9780762463299,Running Press Adult,08/07/18,176,8(w) x 8(h) x 1.2(d)
Our Planet,"Alastair Fothergill, Keith Scholey, et al. ",Hardcover,$24.50,$35.00,9780399581540,Ten Speed Press; Media Tie In edition,04/02/19,320,8.8(w) x 11.3(h) x 1(d)
Dogs,Lewis Blackwell and Tim Flach ,Hardcover,$36.82,$55.00,9780810996533,Harry N. Abrams,10/01/10,216,12.5(w) x 12.5(h) x 1.2(d)
Nancy Braithwaite: Simplicity,Nancy Braithwaite and Dara Caponigro ,Hardcover,$34.00,$55.00,9780847843619,Rizzoli,10/14/14,296,9.8(w) x 13.1(h) x 1.3(d)
"Graphic Artists Guild Handbook: Pricing & Ethical Guidelines, 15th Edition",Artists Guild Graphic ,Paperback,$28.38,$44.99,9781507206683,Graphic Artists Guild; 15 edition,04/03/18,448,8.5(w) x 10.9(h) x 1.2(d)
Transformers: A Visual History (Limited Edition),Jim Sorenson ,Hardcover,$74.69,$99.99,9781974710577,VIZ Media LLC; Limited edition,11/12/19,408,9(w) x 12(h)
The Library of Piano Classics,Music Sales ,Plastic Comb,$16.23,$21.99,9780825611117,Amsco Publications,01/011987,,9(w) x 12(h) x 0.8(d)
"Avatar: The Last Airbender, The Search","Michael Dante DiMartino , Bryan Konietzko, et al. ",Hardcover,$29.36,$39.99,9781616552268,Dark Horse Books,02/18/14,240,9.2(w) x 12.2(h) x 1(d)
The First 100 Guitar Exercises for Beginners: Beginner Exercises for Guitar that Improve Technique and Accelerate Development (Essential Guitar Methods),Mr Joseph Alexander and Mr Tim Pettingale ,Paperback,$13.49,$14.99,9781789330229,www.fundamental-changes.com,03/15/19,91,8.5(w) x 11(h) x 0.2(d)
Atmosphere: the seven elements of great design,James Howard ,Hardcover,$31.45,$50.00,9781419730764,Harry N. Abrams,03/12/19,272,9.5(w) x 11.9(h) x 1.2(d)
Barron's AP Music Theory: with Downloadable Audio Files,Nancy Scoggin ,Paperback,$23.78,$34.99,9781438076775,Barrons Educational Series; Third edition,01/01/18,696,8.4(w) x 10.9(h) x 1.3(d)
Music Theory For Dummies,Michael Pilhofer and Holly Day ,Paperback,$18.83,$24.99,9781118990940,For Dummies; 4 edition,03/02/15,336,7.3(w) x 9.1(h) x 0.8(d)
The Beginner's Photography Guide: The Ultimate Step-by-Step Manual for Getting the Most from Your Digital Camera,Chris Gatcum ,Paperback,$13.56,$19.95,9781465449665,"DK; Revised, Updated edition",05/10/16,192,7.8(w) x 9.2(h) x 0.5(d)
Show Your Work!,Austin Kleon ,Paperback,$11.66,$12.95,9780761178972,Workman Publishing Company,03/06/14,224,6(w) x 6(h) x 0.6(d)
Farrow and Ball: Recipes for Decorating,"Joa Studholme , Charlotte Crosby, et al. ",Hardcover,$31.45,$50.00,9780847866588,Rizzoli,03/19/19,268,9.4(w) x 10.6(h) x 1.1(d)
"American Steam Locomotives: Design and Development, 1880–1960 (Railroads Past and Present)",William L. Withuhn ,Hardcover,$26.08,$40.00,9780253039330,Indiana University Press,03/01/19,464,7.2(w) x 10(h) x 1.2(d)
The Curated Closet: A Simple System for Discovering Your Personal Style and Building Your Dream Wardrobe,Anuschka Rees ,Paperback,$18.14,$24.99,9781607749486,Ten Speed Press,09/20/16,272,7.1(w) x 10(h) x 0.8(d)
New York Designers at Home,Anthony Iannacci and Noe DeWitt ,Hardcover,$37.42,$60.00,9781419734465,Harry N. Abrams,03/26/19,352,9.2(w) x 11.2(h) x 1.6(d)
Mercury: An Intimate Biography of Freddie Mercury,Lesley-Ann Jones ,Hardcover,$21.99,$27.00,9781451663952,Touchstone; Reprint edition,07/03/12,368,6.1(w) x 9.1(h) x 1.1(d)
GoPro: How To Use The GoPro HERO 7 Black,Jordan Hetrick ,Paperback,$18.00,$24.99,9780999631010,Kaisanti Press,10/19/18,120,8.5(w) x 11(h) x 0.3(d)
Final Fantasy Ultimania Archive Volume 1,Square Enix ,Hardcover,$19.99,$39.99,9781506706443,Dark Horse Books,07/24/18,336,8.8(w) x 12.4(h) x 1.4(d)
The Bob Ross Coloring Book,Bob Ross ,Paperback,$12.71,$16.95,9780789327727,Universe; Clr Csm edition,09/12/17,96,11(w) x 8.1(h) x 0.4(d)
A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine ,Hardcover,$15.25,$19.95,9780195374612,Oxford University Press; 1 edition,11/04/08,336,7.1(w) x 5.3(h) x 1.3(d)
Paint by Sticker: Travel: Re-create 12 Vintage Posters One Sticker at a Time!,Workman Publishing ,Paperback,$10.97,$14.95,9780761193630,Workman Publishing Company; Csm Stk edition,03/21/17,56,9.2(w) x 12.4(h) x 0.5(d)
A Dictionary Of Color Combinations,Various ,Paperback,$21.15,$23.50,9784861522475,Seigensha,01/01/11,256,5.9(w) x 4.3(h) x 0.7(d)
GUCCI: The Making Of,"Frida Giannini, Katie Grand, et al. ",Hardcover,$73.99,$100.00,9780847836796,Rizzoli,11/01/11,384,10.4(w) x 13.1(h) x 1.7(d)
First 50 Popular Songs You Should Play On Piano,Hal Leonard Corp. ,Paperback,$15.29,$16.99,9781480398023,Hal Leonard,01/01/15,208,9(w) x 12(h) x 0.5(d)
"Kawaii Doodle Class: Sketching Super-Cute Tacos, Sushi, Clouds, Flowers, Monsters, Cosmetics, and More",Pic Candle and Zainab Khan ,Paperback,$10.79,$19.99,9781631063756,Race Point Publishing,09/01/17,144,8(w) x 10(h) x 0.6(d)
Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman and Andrew Postman ,Paperback,$10.87,$16.00,9780143036531,Penguin Books; Anniversary edition,12/27/05,208,5(w) x 7.7(h) x 0.5(d)
The Art of Cursive Penmanship: A Personal Handwriting Program for Adults,Michael R. Sull ,Spiral-bound,$13.59,$19.99,9781510730526,Skyhorse,07/03/18,,8.5(w) x 11(h) x 1.5(d)
Drawing the Head and Hands,Andrew Loomis ,Hardcover,$25.91,$39.95,9780857680976,Titan Books; First Edition edition,10/25/11,160,9.2(w) x 12.2(h) x 0.9(d)
kate spade new york: all in good taste,kate spade new york ,Hardcover,$11.74,$30.00,9781419717871,Harry N. Abrams,10/27/15,240,7.4(w) x 9.3(h) x 0.9(d)
PreTime Piano Disney: Primer Level,"Nancy Faber, Randall Faber, et al. ",Paperback,$5.61,$6.99,9781616776978,Faber Piano Adventures,07/01/18,20,12(w) x 9(h) x 0.1(d)
Landscapes in Oil: A Contemporary Guide to Realistic Painting in the Classical Tradition,Ken Salaz and Peter Trippi ,Hardcover,$25.47,$40.00,9781580935067,Monacelli Studio,03/19/19,240,9.4(w) x 11.4(h) x 0.9(d)
"Guitar Book for Adult Beginners: Teach Yourself How to Play Famous Guitar Songs, Guitar Chords, Music Theory & Technique (Book & Streaming Video Lessons)",Damon Ferrante ,Paperback,$17.96,$19.95,9780692996966,Steeplechase Arts,12/06/17,122,8.5(w) x 11(h) x 0.3(d)
"Botanical Line Drawing: 200 Step-by-Step Flowers, Leaves, Cacti, Succulents, and Other Items Found in Nature",Peggy Dean ,Paperback,$13.59,$19.99,9780399582196,Watson-Guptill; First Edition edition,07/24/18,224,7.9(w) x 9.9(h) x 0.6(d)
Drawing for the Absolute Beginner: A Clear & Easy Guide to Successful Drawing (Art for the Absolute Beginner),Mark Willenbrink and Mary Willenbrink ,Paperback,$13.59,$19.99,9781581807899,F+W Media; 2007 edition,11/02/06,128,8.5(w) x 11(h) x 0.4(d)
Resurrecting Easter: How the West Lost and the East Kept the Original Easter Vision,John Dominic Crossan and Sarah Crossan ,Hardcover,$21.02,$39.99,9780062434180,HarperOne,02/13/18,224,8(w) x 9(h) x 0.8(d)
Stick Control: For the Snare Drummer,George Lawrence Stone ,Staple Bound,$10.79,$11.99,9781892764041,George B. Stone,04/01/09,,9.2(w) x 12(h) x 0.2(d)
